Time, acc_x, acc_y, acc_y, altitude, MPU_x,  MPU_y, MPU_z, 
4727048, 0.34,  -0.32,  0.88,  14782.53,  0.33,  -0.60,  0.67,  
4728047, 0.36,  -0.34,  0.87,  14785.70,  0.34,  -0.61,  0.66,  
4729048, 0.34,  -0.34,  0.85,  14787.71,  0.33,  -0.61,  0.66,  
4730047, 0.34,  -0.32,  0.88,  14790.20,  0.33,  -0.60,  0.66,  
4732048, 0.33,  -0.32,  0.87,  14795.76,  0.32,  -0.60,  0.66,  
4733047, 0.34,  -0.34,  0.84,  14798.32,  0.32,  -0.61,  0.63,  
4734048, 0.34,  -0.34,  0.85,  14801.50,  0.33,  -0.60,  0.64,  
4735047, 0.34,  -0.34,  0.87,  14803.72,  0.33,  -0.61,  0.65,  
4737047, 0.33,  -0.34,  0.88,  14809.70,  0.31,  -0.62,  0.67,  
4738048, 0.34,  -0.35,  0.87,  14811.69,  0.32,  -0.62,  0.65,  
4739047, 0.33,  -0.34,  0.87,  14815.19,  0.32,  -0.61,  0.65,  
4740048, 0.34,  -0.32,  0.87,  14816.38,  0.32,  -0.60,  0.64,  
4742047, 0.33,  -0.32,  0.85,  14822.47,  0.32,  -0.60,  0.64,  
4743047, 0.33,  -0.31,  0.87,  14824.97,  0.31,  -0.59,  0.65,  
4744048, 0.34,  -0.34,  0.87,  14827.79,  0.33,  -0.61,  0.65,  
4745048, 0.34,  -0.34,  0.87,  14830.81,  0.33,  -0.62,  0.65,  
4747047, 0.34,  -0.34,  0.87,  14833.86,  0.33,  -0.61,  0.66,  
4748048, 0.33,  -0.32,  0.88,  14837.84,  0.32,  -0.60,  0.68,  
4749047, 0.33,  -0.34,  0.88,  14840.08,  0.31,  -0.61,  0.66,  
4750049, 0.34,  -0.32,  0.87,  14842.31,  0.32,  -0.59,  0.65,  
4752048, 0.34,  -0.32,  0.82,  14847.57,  0.33,  -0.60,  0.61,  
4753048, 0.34,  -0.34,  0.85,  14849.74,  0.33,  -0.62,  0.64,  
4754049, 0.33,  -0.34,  0.91,  14851.60,  0.32,  -0.61,  0.70,  
4755048, 0.36,  -0.32,  0.89,  14853.90,  0.33,  -0.59,  0.67,  
4757049, 0.37,  -0.36,  0.88,  14855.00,  0.36,  -0.64,  0.67,  
4758048, 0.33,  -0.36,  0.85,  14863.00,  0.32,  -0.62,  0.65,  
4759049, 0.31,  -0.28,  0.88,  14865.27,  0.30,  -0.55,  0.67,  
4760049, 0.34,  -0.30,  0.85,  14868.73,  0.33,  -0.57,  0.64,  
4762048, 0.37,  -0.32,  0.91,  14873.14,  0.35,  -0.59,  0.70,  
4763048, 0.39,  -0.34,  0.88,  14875.35,  0.36,  -0.61,  0.67,  
4764049, 0.34,  -0.32,  0.94,  14879.74,  0.32,  -0.59,  0.72,  
4765048, 0.33,  -0.31,  0.91,  14882.50,  0.32,  -0.57,  0.69,  
4767048, 0.34,  -0.28,  0.87,  14889.60,  0.33,  -0.55,  0.66,  
4768049, 0.33,  -0.32,  0.84,  14892.79,  0.32,  -0.59,  0.64,  
4769049, 0.39,  -0.32,  0.88,  14895.70,  0.36,  -0.60,  0.67,  
4770049, 0.34,  -0.32,  0.88,  14897.18,  0.33,  -0.60,  0.68,  
4772048, 0.34,  -0.34,  0.85,  14902.31,  0.33,  -0.61,  0.64,  
4773049, 0.34,  -0.34,  0.85,  14904.74,  0.34,  -0.60,  0.63,  
4774048, 0.34,  -0.32,  0.85,  14907.93,  0.33,  -0.59,  0.64,  
4775049, 0.34,  -0.31,  0.87,  14913.56,  0.33,  -0.60,  0.63,  
4777049, 0.34,  -0.37,  0.85,  14918.74,  0.34,  -0.64,  0.65,  
4778049, 0.34,  -0.35,  0.88,  14920.16,  0.34,  -0.63,  0.67,  
4779049, 0.33,  -0.32,  0.88,  14923.67,  0.32,  -0.60,  0.67,  
4780049, 0.33,  -0.32,  0.84,  14926.91,  0.32,  -0.60,  0.62,  
4782048, 0.34,  -0.32,  0.85,  14930.84,  0.32,  -0.60,  0.64,  
4783048, 0.36,  -0.32,  0.88,  14933.49,  0.33,  -0.59,  0.66,  
4784049, 0.34,  -0.32,  0.89,  14935.58,  0.33,  -0.59,  0.69,  
4785049, 0.36,  -0.31,  0.91,  14938.75,  0.34,  -0.57,  0.71,  
4787050, 0.36,  -0.30,  0.89,  14944.62,  0.34,  -0.55,  0.69,  
4788049, 0.36,  -0.26,  0.88,  14945.59,  0.34,  -0.53,  0.67,  
4789049, 0.34,  -0.28,  0.88,  14949.92,  0.32,  -0.55,  0.66,  
4790049, 0.34,  -0.34,  0.84,  14953.03,  0.33,  -0.61,  0.64,  
4792049, 0.36,  -0.34,  0.89,  14956.49,  0.34,  -0.62,  0.68,  
4793050, 0.34,  -0.37,  0.84,  14960.20,  0.33,  -0.64,  0.65,  
4794049, 0.34,  -0.31,  0.89,  14961.35,  0.32,  -0.58,  0.68,  
4795049, 0.34,  -0.34,  0.85,  14964.08,  0.33,  -0.62,  0.65,  
4797049, 0.33,  -0.28,  0.87,  14969.78,  0.31,  -0.55,  0.65,  
4798050, 0.39,  -0.27,  0.88,  14972.73,  0.35,  -0.54,  0.68,  
4799049, 0.37,  -0.30,  0.92,  14974.65,  0.33,  -0.54,  0.73,  
4800049, 0.39,  -0.27,  0.96,  14975.70,  0.35,  -0.54,  0.76,  
4802050, 0.36,  -0.34,  0.92,  14980.23,  0.34,  -0.59,  0.72,  
4803050, 0.36,  -0.34,  0.89,  14982.61,  0.34,  -0.60,  0.69,  
4804049, 0.36,  -0.32,  0.85,  14986.12,  0.34,  -0.60,  0.65,  
4805050, 0.33,  -0.26,  0.88,  14989.88,  0.31,  -0.53,  0.66,  
4807050, 0.37,  -0.18,  0.99,  14994.24,  0.33,  -0.46,  0.75,  
4808050, 0.34,  -0.31,  0.88,  14999.66,  0.32,  -0.58,  0.67,  
4809050, 0.39,  -0.31,  0.92,  15000.85,  0.35,  -0.58,  0.71,  
4810050, 0.37,  -0.40,  0.84,  15004.37,  0.36,  -0.69,  0.66,  
4812050, 0.39,  -0.22,  0.91,  15010.04,  0.34,  -0.50,  0.69,  
4813050, 0.33,  -0.26,  0.89,  15013.29,  0.31,  -0.53,  0.67,  
4814050, 0.36,  -0.25,  0.94,  15015.79,  0.33,  -0.51,  0.72,  
4815050, 0.34,  -0.34,  0.85,  15018.29,  0.33,  -0.62,  0.64,  
4817050, 0.36,  -0.34,  0.89,  15025.17,  0.33,  -0.61,  0.68,  
4818051, 0.34,  -0.34,  0.88,  15028.46,  0.33,  -0.60,  0.68,  
4819050, 0.36,  -0.28,  0.89,  15031.22,  0.33,  -0.56,  0.69,  
4820050, 0.34,  -0.31,  0.84,  15032.88,  0.33,  -0.59,  0.62,  
4822050, 0.33,  -0.37,  0.80,  15039.74,  0.32,  -0.65,  0.60,  
4823051, 0.34,  -0.41,  0.78,  15041.33,  0.34,  -0.70,  0.58,  
4824051, 0.33,  -0.35,  0.88,  15044.45,  0.33,  -0.63,  0.68,  
4825052, 0.33,  -0.32,  0.87,  15046.57,  0.32,  -0.59,  0.65,  
4827052, 0.37,  -0.28,  0.88,  15055.65,  0.35,  -0.54,  0.67,  
4828051, 0.36,  -0.27,  0.89,  15056.61,  0.34,  -0.54,  0.69,  
4829050, 0.33,  -0.27,  0.89,  15059.76,  0.31,  -0.54,  0.68,  
4830051, 0.34,  -0.30,  0.88,  15061.08,  0.32,  -0.57,  0.65,  
4832052, 0.34,  -0.36,  0.85,  15065.77,  0.33,  -0.63,  0.65,  
4833050, 0.34,  -0.36,  0.82,  15068.19,  0.34,  -0.66,  0.62,  
4834050, 0.33,  -0.34,  0.87,  15070.74,  0.32,  -0.62,  0.66,  
4835051, 0.34,  -0.37,  0.81,  15073.73,  0.33,  -0.64,  0.61,  
4837051, 0.33,  -0.31,  0.88,  15077.93,  0.32,  -0.58,  0.67,  
4838050, 0.34,  -0.36,  0.84,  15082.73,  0.33,  -0.64,  0.62,  
4839051, 0.36,  -0.34,  0.87,  15083.52,  0.34,  -0.61,  0.67,  
4840051, 0.36,  -0.32,  0.88,  15085.37,  0.35,  -0.60,  0.67,  
4842052, 0.34,  -0.32,  0.84,  15092.11,  0.32,  -0.60,  0.63,  
4843051, 0.33,  -0.28,  0.85,  15094.89,  0.32,  -0.55,  0.63,  
4844051, 0.33,  -0.32,  0.82,  15096.00,  0.31,  -0.60,  0.61,  
4845050, 0.33,  -0.35,  0.85,  15099.03,  0.32,  -0.63,  0.66,  
4847050, 0.36,  -0.34,  0.88,  15101.71,  0.35,  -0.62,  0.66,  
4848051, 0.36,  -0.37,  0.82,  15105.46,  0.35,  -0.66,  0.62,  
4849052, 0.36,  -0.35,  0.87,  15106.93,  0.34,  -0.61,  0.65,  
4850051, 0.34,  -0.28,  0.89,  15109.90,  0.32,  -0.55,  0.68,  
4852051, 0.33,  -0.31,  0.85,  15114.22,  0.32,  -0.58,  0.63,  
4853052, 0.34,  -0.32,  0.89,  15117.44,  0.33,  -0.59,  0.69,  
4854051, 0.34,  -0.37,  0.85,  15118.34,  0.33,  -0.65,  0.65,  
4855051, 0.34,  -0.34,  0.89,  15121.03,  0.34,  -0.61,  0.70,  
4857052, 0.33,  -0.34,  0.84,  15126.36,  0.32,  -0.61,  0.64,  
4858051, 0.33,  -0.31,  0.87,  15128.77,  0.32,  -0.57,  0.66,  
4859052, 0.33,  -0.32,  0.85,  15131.57,  0.32,  -0.59,  0.64,  
4860052, 0.33,  -0.32,  0.88,  15134.94,  0.32,  -0.60,  0.68,  
4862052, 0.36,  -0.35,  0.87,  15138.49,  0.35,  -0.61,  0.66,  
4863051, 0.36,  -0.35,  0.87,  15141.94,  0.35,  -0.62,  0.66,  
4864052, 0.34,  -0.32,  0.87,  15144.75,  0.33,  -0.60,  0.66,  
4865051, 0.33,  -0.34,  0.82,  15146.83,  0.31,  -0.61,  0.61,  
4867051, 0.34,  -0.32,  0.87,  15153.31,  0.32,  -0.58,  0.65,  
4868051, 0.37,  -0.34,  0.88,  15155.83,  0.35,  -0.61,  0.67,  
4869053, 0.36,  -0.31,  0.91,  15157.19,  0.34,  -0.57,  0.70,  
4870052, 0.36,  -0.34,  0.88,  15160.83,  0.34,  -0.60,  0.67,  
4872051, 0.34,  -0.32,  0.87,  15169.48,  0.32,  -0.60,  0.66,  
4873053, 0.34,  -0.32,  0.87,  15172.23,  0.33,  -0.59,  0.66,  
4874052, 0.34,  -0.34,  0.85,  15173.96,  0.33,  -0.61,  0.66,  
4875053, 0.36,  -0.34,  0.88,  15176.49,  0.34,  -0.60,  0.66,  
4878052, 0.34,  -0.32,  0.85,  15185.34,  0.33,  -0.60,  0.64,  
4879052, 0.34,  -0.31,  0.82,  15188.02,  0.33,  -0.59,  0.61,  
4880052, 0.34,  -0.31,  0.81,  15187.48,  0.32,  -0.57,  0.60,  
4882052, 0.34,  -0.30,  0.89,  15197.43,  0.33,  -0.57,  0.69,  
4883052, 0.36,  -0.32,  0.88,  15199.75,  0.34,  -0.59,  0.67,  
4884054, 0.36,  -0.32,  0.91,  15201.89,  0.34,  -0.59,  0.70,  
4885052, 0.37,  -0.35,  0.88,  15202.14,  0.35,  -0.63,  0.68,  
4887053, 0.36,  -0.31,  0.89,  15207.11,  0.34,  -0.58,  0.67,  
4888052, 0.34,  -0.31,  0.85,  15210.02,  0.33,  -0.58,  0.64,  
4889053, 0.34,  -0.30,  0.87,  15212.95,  0.32,  -0.57,  0.65,  
4890052, 0.34,  -0.34,  0.84,  15216.26,  0.32,  -0.61,  0.63,  
4892051, 0.34,  -0.34,  0.85,  15220.73,  0.34,  -0.62,  0.65,  
4893050, 0.34,  -0.35,  0.85,  15222.37,  0.33,  -0.62,  0.64,  
4894050, 0.34,  -0.30,  0.94,  15225.71,  0.32,  -0.56,  0.70,  
4897050, 0.37,  -0.28,  0.91,  15235.76,  0.34,  -0.54,  0.70,  
4898051, 0.36,  -0.30,  0.89,  15236.82,  0.33,  -0.55,  0.69,  
4899051, 0.36,  -0.30,  0.87,  15240.39,  0.33,  -0.57,  0.65,  
4900050, 0.34,  -0.34,  0.87,  15242.03,  0.32,  -0.60,  0.66,  
4902051, 0.33,  -0.35,  0.89,  15247.50,  0.32,  -0.61,  0.69,  
4903051, 0.34,  -0.32,  0.89,  15250.43,  0.33,  -0.59,  0.69,  
4904051, 0.34,  -0.31,  0.87,  15253.38,  0.33,  -0.58,  0.66,  
4905051, 0.34,  -0.31,  0.84,  15256.71,  0.33,  -0.58,  0.64,  
4907051, 0.34,  -0.34,  0.85,  15261.79,  0.33,  -0.61,  0.65,  
4908050, 0.34,  -0.34,  0.87,  15264.20,  0.33,  -0.62,  0.66,  
4909051, 0.34,  -0.32,  0.89,  15265.52,  0.33,  -0.60,  0.68,  
4912050, 0.36,  -0.30,  0.87,  15273.29,  0.33,  -0.57,  0.66,  
4913051, 0.33,  -0.28,  0.84,  15275.38,  0.32,  -0.54,  0.63,  
4914051, 0.33,  -0.31,  0.85,  15277.83,  0.31,  -0.57,  0.64,  
4915049, 0.34,  -0.36,  0.85,  15280.44,  0.33,  -0.64,  0.65,  
4917050, 0.36,  -0.30,  0.92,  15282.93,  0.33,  -0.56,  0.73,  
4918049, 0.39,  -0.32,  0.94,  15284.47,  0.36,  -0.58,  0.74,  
4919050, 0.36,  -0.35,  0.91,  15288.62,  0.34,  -0.60,  0.70,  
4920050, 0.34,  -0.32,  0.84,  15291.78,  0.33,  -0.60,  0.62,  
4922050, 0.34,  -0.26,  0.89,  15296.34,  0.32,  -0.52,  0.68,  
4923052, 0.33,  -0.27,  0.92,  15299.28,  0.31,  -0.52,  0.71,  
4924051, 0.36,  -0.27,  1.01,  15300.90,  0.34,  -0.54,  0.77,  
4925051, 0.34,  -0.31,  0.89,  15302.15,  0.33,  -0.56,  0.70,  
4927050, 0.42,  -0.23,  0.99,  15306.35,  0.37,  -0.50,  0.78,  
4928052, 0.37,  -0.25,  1.01,  15308.96,  0.35,  -0.50,  0.80,  
4929050, 0.37,  -0.19,  0.96,  15314.05,  0.33,  -0.43,  0.75,  
4930050, 0.39,  -0.21,  0.89,  15316.82,  0.33,  -0.46,  0.68,  
4932049, 0.36,  -0.19,  1.03,  15319.44,  0.31,  -0.43,  0.84,  
4933049, 0.34,  -0.25,  0.98,  15322.42,  0.31,  -0.50,  0.77,  
4934049, 0.37,  -0.26,  0.98,  15324.49,  0.34,  -0.52,  0.77,  
4938049, 0.33,  -0.31,  0.82,  15334.58,  0.31,  -0.58,  0.62,  
4939048, 0.34,  -0.26,  0.87,  15336.47,  0.32,  -0.52,  0.65,  
4940049, 0.30,  -0.26,  0.96,  15339.65,  0.28,  -0.51,  0.75,  
4942050, 0.36,  -0.30,  0.94,  15345.61,  0.33,  -0.56,  0.74,  
4944050, 0.37,  -0.39,  0.88,  15350.31,  0.38,  -0.69,  0.73,  
4945049, 0.36,  -0.26,  0.89,  15353.47,  0.34,  -0.55,  0.67,  
4948049, 0.33,  -0.25,  0.96,  15360.11,  0.31,  -0.52,  0.74,  
4949049, 0.34,  -0.35,  0.85,  15363.93,  0.33,  -0.63,  0.64,  
4950049, 0.34,  -0.34,  0.91,  15365.68,  0.32,  -0.62,  0.67,  
4952045, 0.34,  -0.34,  0.84,  15371.70,  0.33,  -0.61,  0.62,  
4953044, 0.33,  -0.30,  0.85,  15374.79,  0.31,  -0.55,  0.64,  
4954045, 0.30,  -0.31,  0.91,  15376.98,  0.28,  -0.57,  0.70,  
4957040, 0.36,  -0.27,  0.98,  15384.62,  0.33,  -0.53,  0.76,  
4958040, 0.34,  -0.30,  0.89,  15387.34,  0.32,  -0.57,  0.69,  
4959040, 0.33,  -0.31,  0.87,  15390.51,  0.31,  -0.58,  0.65,  
4960038, 0.34,  -0.28,  0.85,  15393.98,  0.32,  -0.56,  0.64,  
4962035, 0.36,  -0.31,  0.88,  15398.72,  0.33,  -0.58,  0.67,  
4965036, 0.37,  -0.30,  0.91,  15404.21,  0.35,  -0.57,  0.69,  
4967035, 0.34,  -0.32,  0.84,  15409.78,  0.32,  -0.60,  0.63,  
4968035, 0.33,  -0.32,  0.84,  15411.65,  0.32,  -0.60,  0.62,  
4969035, 0.33,  -0.32,  0.85,  15411.77,  0.31,  -0.60,  0.65,  
4970036, 0.33,  -0.35,  0.88,  15414.98,  0.32,  -0.63,  0.67,  
4972036, 0.36,  -0.35,  0.88,  15417.98,  0.34,  -0.61,  0.69,  
4974036, 0.34,  -0.31,  0.89,  15424.57,  0.32,  -0.57,  0.68,  
4975035, 0.33,  -0.31,  0.85,  15427.20,  0.32,  -0.58,  0.63,  
4977034, 0.33,  -0.32,  0.84,  15431.06,  0.32,  -0.60,  0.63,  
4978034, 0.33,  -0.34,  0.85,  15433.80,  0.32,  -0.61,  0.65,  
4980034, 0.36,  -0.34,  0.89,  15440.97,  0.34,  -0.61,  0.69,  
4983031, 0.33,  -0.31,  0.85,  15448.65,  0.32,  -0.58,  0.64,  
4985030, 0.34,  -0.34,  0.85,  15451.77,  0.32,  -0.61,  0.64,  
4987027, 0.33,  -0.35,  0.88,  15456.67,  0.32,  -0.62,  0.68,  
4988027, 0.34,  -0.35,  0.84,  15460.96,  0.33,  -0.63,  0.63,  
4989028, 0.34,  -0.31,  0.84,  15464.81,  0.32,  -0.58,  0.61,  
4990027, 0.34,  -0.31,  0.85,  15466.62,  0.32,  -0.57,  0.64,  
4992027, 0.33,  -0.32,  0.87,  15471.94,  0.32,  -0.60,  0.66,  
4995027, 0.34,  -0.35,  0.87,  15476.36,  0.33,  -0.63,  0.66,  
4997028, 0.31,  -0.31,  0.85,  15482.93,  0.30,  -0.58,  0.64,  
4999028, 0.34,  -0.32,  0.88,  15485.13,  0.33,  -0.59,  0.67,  
5002021, 0.34,  -0.34,  0.91,  15496.15,  0.32,  -0.63,  0.68,  
5004020, 0.33,  -0.31,  0.81,  15504.10,  0.32,  -0.57,  0.62,  
5007012, 0.34,  -0.36,  0.85,  15509.08,  0.32,  -0.64,  0.65,  
5008012, 0.34,  -0.34,  0.88,  15512.15,  0.32,  -0.60,  0.67,  
5009013, 0.36,  -0.32,  0.91,  15514.47,  0.34,  -0.60,  0.70,  
5010013, 0.36,  -0.36,  0.87,  15517.59,  0.35,  -0.65,  0.67,  
5012012, 0.33,  -0.31,  0.87,  15519.46,  0.31,  -0.58,  0.65,  
5013012, 0.33,  -0.34,  0.81,  15524.09,  0.32,  -0.61,  0.61,  
5014012, 0.34,  -0.31,  0.87,  15526.76,  0.33,  -0.58,  0.66,  
5017010, 0.34,  -0.32,  0.89,  15535.59,  0.34,  -0.60,  0.68,  
5020011, 0.33,  -0.31,  0.87,  15544.14,  0.32,  -0.59,  0.65,  
5021989, 0.34,  -0.32,  0.88,  15550.32,  0.33,  -0.58,  0.67,  
5023988, 0.34,  -0.37,  0.84,  15554.22,  0.34,  -0.66,  0.64,  
5026980, 0.34,  -0.32,  0.84,  15563.55,  0.32,  -0.59,  0.63,  
5027980, 0.33,  -0.30,  0.85,  15565.70,  0.32,  -0.58,  0.64,  
5029981, 0.34,  -0.35,  0.85,  15570.26,  0.33,  -0.62,  0.64,  
5031982, 0.36,  -0.32,  0.89,  15573.72,  0.34,  -0.59,  0.69,  
5033981, 0.34,  -0.27,  0.89,  15580.12,  0.31,  -0.53,  0.68,  
5034981, 0.34,  -0.30,  0.87,  15583.11,  0.32,  -0.57,  0.66,  
5036981, 0.36,  -0.34,  0.88,  15588.26,  0.34,  -0.60,  0.66,  
5037981, 0.34,  -0.30,  0.94,  15589.67,  0.33,  -0.56,  0.73,  
5039980, 0.33,  -0.32,  0.87,  15597.52,  0.32,  -0.60,  0.66,  
5043964, 0.30,  -0.32,  0.88,  15606.15,  0.29,  -0.60,  0.67,  
5044965, 0.33,  -0.34,  0.87,  15609.08,  0.31,  -0.62,  0.65,  
5046949, 0.36,  -0.35,  0.85,  15612.51,  0.34,  -0.61,  0.66,  
5048949, 0.34,  -0.34,  0.88,  15619.49,  0.34,  -0.60,  0.67,  
5059255, 0.33,  -0.28,  0.87,  15645.88,  0.32,  -0.55,  0.65,  
5060255, 0.33,  -0.31,  0.87,  15649.98,  0.31,  -0.58,  0.66,  
5061255, 0.33,  -0.32,  0.87,  15650.30,  0.32,  -0.60,  0.66,  
5062255, 0.33,  -0.32,  0.88,  15652.62,  0.32,  -0.57,  0.68,  
5066249, 0.34,  -0.36,  0.85,  15659.77,  0.33,  -0.63,  0.66,  
5068227, 0.36,  -0.28,  0.89,  15665.21,  0.33,  -0.56,  0.70,  
5071179, 0.33,  -0.37,  0.84,  15671.52,  0.33,  -0.64,  0.65,  
5080014, 0.33,  -0.30,  0.84,  15693.39,  0.32,  -0.56,  0.62,  
5081015, 0.33,  -0.32,  0.85,  15697.29,  0.32,  -0.59,  0.66,  
5082015, 0.34,  -0.34,  0.87,  15698.93,  0.33,  -0.62,  0.66,  
5083015, 0.34,  -0.35,  0.87,  15700.69,  0.34,  -0.63,  0.66,  
5084015, 0.39,  -0.31,  0.92,  15703.93,  0.36,  -0.57,  0.72,  
5085015, 0.34,  -0.35,  0.88,  15705.30,  0.33,  -0.61,  0.69,  
5086998, 0.31,  -0.30,  0.82,  15712.07,  0.31,  -0.57,  0.61,  
5088977, 0.34,  -0.35,  0.84,  15717.47,  0.33,  -0.63,  0.63,  
5091924, 0.34,  -0.34,  0.87,  15724.54,  0.33,  -0.60,  0.67,  
5092924, 0.34,  -0.30,  0.87,  15725.59,  0.33,  -0.57,  0.66,  
5100784, 0.36,  -0.35,  0.87,  15743.44,  0.34,  -0.62,  0.67,  
5101785, 0.34,  -0.34,  0.88,  15744.97,  0.33,  -0.61,  0.67,  
5104759, 0.34,  -0.35,  0.84,  15753.56,  0.33,  -0.62,  0.64,  
5105760, 0.34,  -0.36,  0.85,  15754.98,  0.34,  -0.63,  0.65,  
5106759, 0.33,  -0.35,  0.85,  15757.43,  0.32,  -0.61,  0.65,  
5107760, 0.34,  -0.32,  0.87,  15759.16,  0.32,  -0.60,  0.66,  
5108760, 0.34,  -0.31,  0.87,  15761.93,  0.32,  -0.58,  0.67,  
5109760, 0.33,  -0.28,  0.89,  15764.18,  0.31,  -0.55,  0.69,  
5112717, 0.34,  -0.30,  0.89,  15771.37,  0.32,  -0.56,  0.69,  
5113717, 0.36,  -0.27,  0.94,  15774.34,  0.34,  -0.53,  0.74,  
5121610, 0.33,  -0.32,  0.88,  15794.53,  0.31,  -0.59,  0.67,  
5122611, 0.34,  -0.32,  0.87,  15796.99,  0.33,  -0.59,  0.65,  
5125578, 0.34,  -0.30,  0.88,  15807.14,  0.32,  -0.55,  0.67,  
5126578, 0.31,  -0.34,  0.82,  15808.62,  0.32,  -0.59,  0.63,  
5127578, 0.33,  -0.32,  0.82,  15810.68,  0.32,  -0.60,  0.62,  
5128579, 0.33,  -0.35,  0.85,  15813.99,  0.32,  -0.63,  0.64,  
5129578, 0.34,  -0.28,  0.91,  15815.66,  0.33,  -0.55,  0.68,  
5130578, 0.36,  -0.26,  0.92,  15817.61,  0.33,  -0.51,  0.72,  
5133549, 0.34,  -0.35,  0.87,  15822.47,  0.34,  -0.63,  0.66,  
5134548, 0.33,  -0.36,  0.87,  15826.37,  0.32,  -0.63,  0.67,  
5135549, 0.34,  -0.31,  0.91,  15828.88,  0.32,  -0.58,  0.70,  
5139519, 0.34,  -0.32,  0.81,  15837.90,  0.33,  -0.59,  0.60,  
5142504, 0.36,  -0.34,  0.89,  15845.05,  0.35,  -0.61,  0.69,  
5143503, 0.36,  -0.35,  0.88,  15848.25,  0.35,  -0.62,  0.67,  
5145499, 0.34,  -0.35,  0.87,  15852.25,  0.32,  -0.62,  0.67,  
5146499, 0.33,  -0.36,  0.78,  15856.33,  0.33,  -0.65,  0.59,  
5147499, 0.34,  -0.32,  0.81,  15858.21,  0.33,  -0.60,  0.59,  
5148498, 0.33,  -0.31,  0.84,  15861.17,  0.31,  -0.57,  0.64,  
5149499, 0.33,  -0.28,  0.89,  15862.38,  0.32,  -0.57,  0.67,  
5150499, 0.34,  -0.35,  0.87,  15862.91,  0.33,  -0.62,  0.65,  
5151499, 0.37,  -0.31,  0.91,  15867.64,  0.35,  -0.56,  0.71,  
5155458, 0.33,  -0.31,  0.85,  15875.35,  0.32,  -0.58,  0.64,  
5156457, 0.33,  -0.35,  0.84,  15878.32,  0.32,  -0.62,  0.62,  
5157457, 0.33,  -0.32,  0.87,  15882.86,  0.32,  -0.58,  0.66,  
5163380, 0.36,  -0.28,  0.85,  15897.59,  0.33,  -0.55,  0.64,  
5167357, 0.34,  -0.26,  0.95,  15908.27,  0.32,  -0.53,  0.75,  
5168357, 0.31,  -0.27,  0.92,  15911.90,  0.30,  -0.54,  0.71,  
5169357, 0.31,  -0.34,  0.81,  15913.77,  0.31,  -0.61,  0.60,  
5170357, 0.34,  -0.34,  0.84,  15915.74,  0.32,  -0.60,  0.63,  
5171357, 0.34,  -0.31,  0.88,  15917.29,  0.33,  -0.56,  0.69,  
5172358, 0.34,  -0.34,  0.89,  15921.20,  0.34,  -0.61,  0.68,  
5173357, 0.33,  -0.36,  0.82,  15921.37,  0.32,  -0.63,  0.62,  
5174358, 0.37,  -0.31,  0.92,  15925.01,  0.35,  -0.59,  0.71,  
5175357, 0.36,  -0.35,  0.85,  15928.52,  0.34,  -0.62,  0.66,  
5176357, 0.33,  -0.31,  0.84,  15931.76,  0.32,  -0.57,  0.63,  
5177358, 0.33,  -0.34,  0.82,  15934.06,  0.33,  -0.61,  0.62,  
5185299, 0.33,  -0.31,  0.84,  15953.34,  0.31,  -0.58,  0.63,  
5187282, 0.34,  -0.36,  0.87,  15958.22,  0.33,  -0.63,  0.68,  
5188282, 0.37,  -0.36,  0.85,  15960.90,  0.35,  -0.64,  0.65,  
5189282, 0.36,  -0.31,  0.89,  15964.33,  0.35,  -0.58,  0.70,  
5190282, 0.34,  -0.32,  0.88,  15967.02,  0.33,  -0.58,  0.68,  
5192278, 0.33,  -0.31,  0.85,  15972.83,  0.32,  -0.57,  0.64,  
5193277, 0.31,  -0.32,  0.85,  15975.81,  0.31,  -0.59,  0.66,  
5195268, 0.34,  -0.36,  0.85,  15978.92,  0.34,  -0.64,  0.66,  
5196268, 0.36,  -0.35,  0.88,  15983.24,  0.35,  -0.62,  0.68,  
5197268, 0.37,  -0.30,  0.89,  15984.83,  0.35,  -0.56,  0.68,  
5198268, 0.33,  -0.34,  0.85,  15987.73,  0.31,  -0.60,  0.65,  
5199268, 0.36,  -0.34,  0.84,  15988.52,  0.34,  -0.62,  0.63,  
5200268, 0.34,  -0.35,  0.84,  15991.78,  0.33,  -0.62,  0.64,  
5201268, 0.33,  -0.36,  0.84,  15994.60,  0.33,  -0.63,  0.65,  
5202268, 0.34,  -0.30,  0.94,  15996.51,  0.33,  -0.57,  0.72,  
5207250, 0.37,  -0.31,  0.89,  16008.35,  0.36,  -0.56,  0.68,  
5209240, 0.36,  -0.30,  0.91,  16014.71,  0.34,  -0.56,  0.70,  
5210240, 0.33,  -0.34,  0.88,  16015.74,  0.32,  -0.60,  0.69,  
5211240, 0.34,  -0.30,  0.89,  16018.16,  0.32,  -0.56,  0.68,  
5212239, 0.34,  -0.30,  0.88,  16020.79,  0.32,  -0.56,  0.69,  
5213240, 0.34,  -0.28,  0.89,  16022.77,  0.32,  -0.55,  0.68,  
5214240, 0.31,  -0.32,  0.84,  16025.60,  0.31,  -0.59,  0.64,  
5215240, 0.37,  -0.30,  0.87,  16028.19,  0.35,  -0.56,  0.66,  
5216240, 0.33,  -0.34,  0.88,  16031.92,  0.33,  -0.59,  0.70,  
5217240, 0.37,  -0.34,  0.89,  16030.65,  0.35,  -0.60,  0.71,  
5218240, 0.34,  -0.35,  0.88,  16033.08,  0.33,  -0.63,  0.67,  
