Time, x, y, z, temperature, BMP_altitude, BMP_temperature, BMP_pressure, Humidity, MPU_acc_x, MPU_acc_y, MPU_acc_z, GYRO_x, GYRO_y, GYRO_z, MAG_x, MAG_y, MAG_z, MPX_pressure
8292583,-0.65,-0.01,0.04,1.97,22596.1,15.95,2421.19,86.02,-0.62,-0.3,0.01,-201.77,-44.94,-30.91,96.19,47.81,33.3,0.43
8293583,-0.05,0.09,0.74,1.97,22570.17,15.96,2436.41,86.03,-0.12,-0.14,0.64,-174.51,173.11,-150.18,127.06,-65.74,9.19,0.39
8294583,-0.04,0.36,0.42,1.97,22547.91,15.97,2449.53,85.98,-0.19,0.19,0.36,275.61,141.22,333.66,95,46.62,43.64,0.43
8295583,-0.33,0.14,0.57,1.97,22521.6,15.98,2465.12,85.99,-0.42,-0.09,0.64,-164.51,125.79,-296.59,116.37,-13.15,56.27,0.43
8296583,0.37,0.31,1.9,1.97,22503,15.98,2476.19,86.01,0.19,0.33,1.62,-344.76,-184.02,372.38,0,4.78,64.31,0.43
8297583,1.52,-0.59,2.48,1.97,22444.97,15.99,2510.98,85.98,1.36,-0.61,2.76,-40.3,316.52,252.2,46.31,-34.66,78.09,0.43
8298584,-0.16,0.44,0.67,1.97,22443.12,16,2512.1,85.95,-0.31,0.25,0.47,15.55,235,-300.61,71.25,8.37,76.95,0.43
8299583,0.22,-0.34,1.77,1.97,22410.38,16,2531.91,85.96,0.16,-0.43,1.71,-245.91,200.3,-22.87,83.12,-57.38,65.46,0.43
8300583,0.3,-0.03,0.92,1.97,22383.01,16.01,2548.56,85.95,0.29,-0.18,0.83,-19.82,40.85,-26.89,45.13,-1.2,79.24,0.43
8301584,0.07,-0.37,1.65,1.97,22353.78,16.02,2566.45,85.94,-0.01,-0.53,1.79,122.38,-93.66,313.66,110.44,-1.2,62.02,0.43
8302583,-0.05,-0.14,0.2,1.97,22319.26,16.03,2587.71,85.91,-0.07,-0.47,0.23,68.66,-192.38,59.39,86.69,-10.76,76.95,0.43
8303584,-0.27,0.81,1.49,1.97,22289.67,16.04,2606.04,85.94,-0.35,0.7,1.23,255.18,-15.55,124.39,64.12,-14.34,80.39,0.43
8304583,-0.13,-0.03,-0.22,1.97,22251.78,16.05,2629.66,85.92,-0.28,-0.48,-0.01,-190.49,226.95,-235.67,116.37,-16.73,58.57,0.39
8305584,-0.1,-0.14,1.58,1.97,22221.78,16.06,2648.5,85.88,-0.17,-0.43,1.31,82.2,218.05,-92.5,136.56,-28.69,24.12,0.39
8306583,0.33,-0.12,0.94,1.97,22193.64,16.06,2666.26,85.85,0.32,-0.2,0.84,143.11,13.54,99.51,89.06,20.32,68.91,0.43
8307584,-0.42,0.38,1.24,1.98,22165.88,16.07,2683.87,85.89,-0.44,0.22,1.08,124.21,80.37,-79.27,110.44,1.2,57.42,0.43
8308584,-0.24,-0.44,-0.21,1.98,22136.43,16.07,2702.67,85.84,-0.21,-0.7,-0.09,143.29,-173.72,-117.2,112.81,0,58.57,0.43
8309583,0.21,1.55,1.56,1.98,22109.69,16.08,2719.82,85.85,-0.18,1.38,1.52,-143.78,9.21,560,62.94,-11.95,81.54,0.43
8310584,0.21,0.01,1.77,1.98,22079.32,16.09,2739.42,85.85,-0.01,0.04,1.88,134.45,-114.02,434.33,36.81,-33.47,81.54,0.43
8311584,0.14,-0.68,0.82,1.98,22050.69,16.1,2757.99,85.81,0.16,-0.77,0.86,97.44,-80.85,152.5,98.56,25.1,62.02,0.43
8312584,0.24,-0.18,0.52,1.98,22026.47,16.11,2773.78,85.84,0.12,-0.19,0.52,119.76,89.7,-187.99,87.87,-49.01,65.46,0.39
8313584,0.47,-1.17,1.54,1.98,21993.74,16.12,2795.24,85.82,0.5,-1.03,1.56,-148.66,23.29,45.24,74.81,-20.32,81.54,0.39
8314584,0.3,-0.01,1.65,1.98,21970.07,16.12,2810.84,85.81,0.23,-0.16,1.48,347.62,-220.43,-189.7,39.19,21.52,71.2,0.43
8315584,0.83,0.19,1.56,1.98,21932.56,16.14,2835.71,85.78,0.73,0.24,1.16,417.01,-58.66,-353.6,110.44,-5.98,64.31,0.43
8316584,0.47,-0.28,2.71,1.98,21904.74,16.14,2854.27,85.77,0.25,-0.29,2.62,-32.56,232.87,-380.79,68.87,-52.59,73.5,0.43
8317584,1.64,-0.66,1.3,1.98,21896.69,16.15,2859.65,85.77,1.11,-0.7,1.02,-101.65,-668.05,261.16,111.62,31.08,-27.56,0.43
8318584,1.27,1.09,0.85,1.98,21850.87,16.17,2890.48,85.77,0.38,1.11,0.63,25.06,216.71,827.13,55.81,-10.76,80.39,0.43
8319584,-0.04,0.92,0.02,1.98,21818.31,16.18,2912.55,85.75,-0.18,0.62,-0.16,97.07,-21.4,-415.3,42.75,-33.47,79.24,0.43
8320584,0.37,-0.22,0.35,1.98,21796.64,16.18,2927.31,85.73,0.35,-0.37,0.33,23.6,-189.33,177.2,100.94,-54.98,59.72,0.43
8321584,0.89,0.83,0.85,1.98,21768.01,16.19,2946.91,85.73,0.43,0.98,0.53,-554.02,-251.52,585.85,-17.81,-65.74,-6.89,0.43
8322584,0.08,0.2,1.48,1.98,21734.89,16.19,2969.71,85.73,-0.08,0.16,1.33,219.45,178.41,-337.99,109.25,-40.64,60.87,0.43
8323585,0.22,-0.91,2.01,1.98,21683.48,16.2,3005.39,85.75,0.07,-0.9,1.94,403.84,391.83,215.79,122.31,-49.01,-39.05,0.43
8324584,-0.13,-0.54,-0.15,1.98,21682.27,16.2,3006.23,85.75,-0.19,-0.85,-0.04,102.07,-349.7,27.99,135.38,2.39,-8.04,0.43
8325584,-0.24,0.8,-0.28,1.98,21590.69,16.22,3070.66,85.71,-0.44,0.37,-0.28,435,-387.26,-44.39,81.94,56.18,-18.37,0.43
8326585,0.05,0.27,1.61,1.98,21611.91,16.22,3053.96,85.73,-0.15,0.26,1.46,329.21,356.89,-275.67,22.56,54.98,22.97,0.43
8327584,0.08,-0.39,-0.04,1.98,21571.68,16.22,3084.18,85.73,0.15,-0.64,-0.13,76.4,29.51,34.09,140.13,-22.71,5.74,0.43
8328585,-0.05,-0.27,0.95,1.98,21566.59,16.23,3087.8,85.71,-0.3,-0.32,0.5,758.96,407.38,-252.44,129.44,-8.37,36.75,0.43
8329584,-0.39,0.26,1.3,1.98,21542.5,16.24,3105.02,85.67,-0.47,0.05,1.36,48.6,143.23,-279.02,118.75,34.66,27.56,0.43
8330585,-0.65,-0.43,-0.19,1.99,21504.41,16.25,3132.38,85.68,-0.72,-0.82,-0.27,330.85,249.33,36.34,135.38,5.98,20.67,0.43
8331585,-0.08,-0.59,0.04,1.99,21464.66,16.26,3158.27,85.71,-0.29,-1.03,-0.15,-53.11,-449.88,230.43,112.81,17.93,53.98,0.43
8332584,-1,0.09,-0.25,1.99,21444.94,16.26,3175.51,85.7,-1.16,-0.3,-0.11,411.77,177.87,331.77,127.06,11.95,34.45,0.43
8333585,0.66,0.32,0.64,1.99,21401.41,16.27,3207.38,85.68,0.37,-0.01,0.62,-231.52,577.2,-191.71,45.13,-50.2,74.65,0.43
8334584,1.11,-0.75,0.99,1.99,21389.15,16.27,3216.4,85.7,0.86,-0.96,0.78,260.55,-275.12,449.88,138.94,-4.78,-1.15,0.43
8335585,-1.18,-0.16,0.28,1.99,21367.07,16.28,3232.7,85.67,-1.23,-0.54,-0.07,160.67,33.72,-188.11,114,33.47,35.6,0.43
8336584,0.1,-0.37,1.34,1.99,21331.92,16.3,3258.79,85.66,0.01,-0.58,1.31,16.16,-250.37,213.9,90.25,23.91,65.46,0.43
8337585,0.31,-0.55,0.1,1.99,21310.24,16.3,3274.96,85.67,0.26,-0.8,-0.05,-23.29,-229.94,123.9,111.62,7.17,59.72,0.43
8338585,0.18,-0.39,0.8,1.99,21276.17,16.31,3300.51,85.71,0.18,-0.57,0.61,-14.51,-164.27,58.54,93.81,58.57,16.08,0.43
8339585,-0.53,-0.16,1.23,1.99,21246.55,16.31,3322.86,85.66,-0.53,-0.44,1.2,60.98,-84.7,-37.74,78.37,3.59,75.8,0.43
8340585,0.11,-0.25,1.26,1.99,21218.02,16.32,3344.5,85.71,0.14,-0.36,1.14,-364.82,18.84,166.28,90.25,-66.94,56.27,0.43
8341584,-0.07,-0.64,0.28,1.99,21194.99,16.33,3362.05,85.7,-0.1,-0.93,0.24,-48.48,-128.66,236.04,134.19,-9.56,34.45,0.43
8342585,1.59,0.76,2.04,1.99,21170.91,16.33,3380.48,85.66,1.07,0.8,1.97,-119.15,335.98,-604.88,51.06,-74.11,57.42,0.43
8343585,-0.05,0.98,1.55,1.99,21135.44,16.34,3407.77,85.7,-0.11,0.82,1.37,-92.99,-9.7,-162.99,77.19,-11.95,79.24,0.43
8344585,1.35,0.14,1.21,1.99,21105.14,16.35,3431.23,85.67,0.68,0.23,1.19,31.71,-322.07,737.87,93.81,-41.84,67.76,0.43
8345585,0.4,-0.04,0.88,1.99,21079.98,16.35,3450.81,85.68,0.08,0.05,0.69,-49.94,-45.43,-458.17,80.75,-72.91,56.27,0.43
8346584,1.4,-1.87,1.61,1.99,21054.95,16.36,3470.37,85.7,1.34,-1.63,1.74,-45.18,49.82,281.83,74.81,2.39,78.09,0.43
8347585,1.35,0.63,1.2,1.99,21028.42,16.36,3491.21,85.7,0.57,0.61,1.24,90.12,-366.22,764.94,116.37,-23.91,57.42,0.43
8348585,-1.09,2.53,1.97,1.99,21001.2,16.37,3512.7,85.66,-1.65,2.25,1.59,-53.11,-341.1,486.83,48.69,-26.3,82.69,0.43
8349585,0.63,-1.16,2.08,1.99,20957.91,16.38,3547.08,85.68,0.63,-0.89,1.97,259.51,67.07,142.01,71.25,-53.79,72.35,0.43
8350585,1.17,1.37,2.08,1.99,20938.75,16.39,3562.39,85.63,0.16,1.46,2.4,200.49,-153.66,923.9,98.56,-34.66,70.05,0.43
8351585,0.34,-1.27,0.73,1.99,20910.31,16.39,3585.21,85.67,0.37,-1.13,0.7,-106.83,-112.8,37.07,66.5,0,81.54,0.43
8352585,1.7,1.09,0.88,1.99,20870.87,16.4,3617.05,85.66,0.47,0.75,1.37,-345.55,805.85,-757.13,16.62,1.2,67.76,0.43
8353585,0.16,-0.17,-1.45,2,20848.82,16.41,3634.95,85.63,-0.13,-0.76,-1.25,-457.74,520.43,-268.66,92.62,-54.98,63.16,0.43
8354585,0.92,1.21,1.65,2,20825.55,16.41,3653.92,85.6,0.3,1.18,1.14,-14.82,-397.38,573.23,67.69,-76.5,59.72,0.43
8355586,-0.01,-0.54,0.24,2,20800.42,16.42,3674.5,85.64,0.02,-0.67,0.37,-453.54,72.62,-20.85,110.44,-25.1,64.31,0.43
8356586,-1.06,-0.49,4.33,2,20768.07,16.43,3701.13,85.61,-1.12,-0.59,4.66,52.62,-153.6,-143.96,109.25,-60.96,49.38,0.43
8357585,0.18,-0.07,1.77,2,20739.94,16.44,3724.4,85.61,0.1,-0.16,1.69,-175.43,93.05,266.22,65.31,-28.69,81.54,0.43
8358585,0.98,-0.9,-0.5,2,20715.42,16.44,3744.79,85.59,0.3,-1.21,-0.86,282.2,858.78,-20.85,125.87,27.49,18.37,0.43
8359585,-1.17,0.15,1.95,2,20699.02,16.45,3758.48,85.59,-1.22,-0.14,2.08,347.99,241.34,-3.84,67.69,26.3,67.76,0.43
8360586,0.82,-0.31,0.63,2,20661.08,16.45,3790.3,85.57,0.62,-0.45,0.44,1.1,461.16,155.55,131.81,-11.95,40.2,0.43
8361585,0.59,0.56,2.09,2,20646.69,16.46,3802.42,85.59,0.41,0.58,2.03,139.63,118.9,380.18,115.19,-7.17,59.72,0.43
8362586,0.43,1,1.81,2,20613.43,16.46,3830.57,85.59,-0.23,0.88,1.9,25,-298.96,715.24,98.56,-46.62,60.87,0.43
8363585,0.36,-0.45,1.13,2,20582.85,16.47,3856.59,85.6,0.24,-0.6,0.92,-135.37,-297.13,190.24,93.81,5.98,72.35,0.43
8364585,-0.69,0.32,0.49,2,20560.79,16.48,3875.46,85.57,-0.65,0.06,0.56,181.83,72.44,-2.68,20.19,54.98,21.82,0.43
8365586,-1.17,-1.21,0.57,2,20524.97,16.49,3906.24,85.6,-1.07,-1.49,0.7,-235.85,-38.11,178.66,87.87,41.84,55.13,0.43
8366585,-0.04,-0.17,0.66,2,20496.91,16.5,3930.59,85.57,-0.01,-0.34,0.47,294.27,-22.87,191.59,124.69,-2.39,42.49,0.43
8367586,-0.34,0.22,0.64,2,20473.65,16.5,3950.7,85.56,-0.37,-0.01,0.51,89.82,-15.49,-118.48,52.25,60.96,36.75,0.43
8368585,0.34,-0.07,1.19,2,20442.96,16.5,3977.48,85.6,0.21,-0.17,1.09,-149.57,268.23,-263.78,105.69,37.05,44.79,0.43
8369586,0.79,-0.35,-0.24,2,20412.83,16.51,4003.92,85.54,0.62,-0.67,-0.15,19.27,-350.98,215.43,99.75,-44.23,65.46,0.43
8370586,-0.69,-0.39,0.29,2,20393.76,16.51,4020.71,85.57,-0.79,-0.7,0.44,-231.1,-239.88,233.23,62.94,50.2,45.94,0.43
8371586,0.62,-0.57,0.45,2,20376.26,16.51,4048.52,85.54,0.52,-0.74,0.18,361.95,-129.21,304.45,130.63,-38.25,-27.56,0.43
8372586,0.22,-0.23,0.94,2,20344.99,16.52,4063.95,85.54,-0.01,-0.37,0.89,160.91,492.01,-35.85,76,23.91,68.91,0.43
8373585,0.19,-0.75,-0.07,2,20314.53,16.52,4091.15,85.54,0.19,-1,-0.21,43.66,-17.38,-189.82,125.87,16.73,33.3,0.43
8374586,-0.3,-0.16,2.14,2,20297.26,16.53,4106.63,85.54,-0.4,-0.18,2.18,450.73,68.9,-381.65,64.12,51.4,51.68,0.43
8375586,-0.42,-0.39,0.67,2,20260.48,16.53,4139.77,85.56,-0.44,-0.61,0.47,46.46,93.17,-142.68,62.94,50.2,48.23,0.43
8376587,-0.04,-0.28,1.4,2,20229.51,16.53,4166.62,85.54,-0.07,-0.42,1.26,-144.02,-178.72,165.37,137.75,-26.3,17.23,0.43
8377586,-0.62,1.49,0.03,2,20204.48,16.54,4190.62,85.56,-0.83,1.27,-0.05,-148.72,-318.17,41.83,49.88,64.55,17.23,0.43
8378586,2.04,-0.04,1.33,2,20164.92,16.55,4226.86,85.54,1.99,-0.04,0.72,233.84,-168.96,74.76,80.75,-95.62,11.48,0.43
8379586,0.07,-0.07,0.14,2,20145.18,16.55,4245.04,85.57,0.05,-0.37,0.01,-176.34,111.22,188.6,127.06,-27.49,42.49,0.43
8380585,0.6,0.09,0.95,2,20117.25,16.55,4270.86,85.54,0.62,-0.02,0.79,471.28,-28.41,-266.04,110.44,-74.11,32.16,0.43
8381586,0.63,0.51,0.95,2,20104.99,16.55,4282.24,85.59,0.44,0.56,0.71,96.83,-190.12,462.8,53.44,50.2,49.38,0.43
8382586,1.09,0.8,1.23,2,20064.7,16.56,4319.79,85.59,0.8,0.83,1.07,-105,491.59,-77.74,-28.5,-27.49,-3.45,0.43
8383586,1,0.59,3.54,2,20028.41,16.57,4353.86,85.54,-0.06,1,3.42,-447.93,-952.62,134.63,9.5,50.2,-1.15,0.43
8384586,-0.19,0.51,0.5,2,20019.63,16.57,4362.13,85.54,-0.48,0.24,0.14,573.23,-38.23,-353.41,92.62,21.52,63.16,0.43
8385586,-0.34,0.65,1.09,2,19993.21,16.58,4387.1,85.56,-0.72,0.14,1.06,529.33,4.51,-543.11,109.25,43.03,26.41,0.43
8386587,1.41,0.31,0.85,2,19885.1,16.58,4490.47,85.54,0.9,0.16,0.65,-53.17,599.82,342.44,-3.56,-26.3,59.72,0.43
8387587,0.59,0.51,1.69,2,19943.54,16.59,4434.35,85.53,0.46,0.66,1.63,-421.46,283.96,81.1,39.19,-14.34,80.39,0.39
8388586,-0.28,0.2,1.24,2,19913.28,16.6,4463.34,85.56,-0.3,0.11,1.34,-379.45,-145.79,27.68,30.87,14.34,71.2,0.43
8389586,-0.21,0.4,0.7,2,19884.96,16.6,4490,85.57,-0.25,0.32,0.67,-108.11,-84.09,-12.01,43.94,64.55,20.67,0.43
8390586,-0.47,0.56,1.62,2,19851.82,16.6,4522.7,85.52,-0.56,0.39,1.36,424.82,79.45,-220.12,59.38,-15.54,80.39,0.43
8391586,0.47,0.06,0.29,2,19816.94,16.6,4556.67,85.52,0.3,-0.07,0.17,35.61,-158.6,312.44,134.19,-37.05,-24.12,0.43
8392587,0.19,0.47,0.22,2,19806.3,16.6,4567.07,85.53,0,0.31,0.03,84.21,376.28,-111.95,-10.69,9.56,44.79,0.43
8393586,2.48,1.13,2.18,2,19785.95,16.61,4587.02,85.54,1.5,1.44,1.94,-51.22,-335.61,872.26,84.31,-63.35,62.02,0.43
8394587,1.04,1.72,2.09,2,19758.04,16.61,4614.5,85.56,1.04,1.92,2.16,-1094.94,310,382.93,13.06,-46.62,65.46,0.43
8395586,0.39,0.63,0.8,2,19737.34,16.62,4634.96,85.53,0.09,0.52,0.77,40.91,-182.93,-491.1,60.56,45.42,55.13,0.43
8396588,1.21,-1.15,1.44,2.01,19713.25,16.62,4658.87,85.53,1.18,-1.07,1.43,430.61,-199.63,-196.16,119.94,-68.13,22.97,0.43
8397587,-0.16,-0.3,0.5,2.01,19682.39,16.62,4689.64,85.53,-0.19,-0.52,0.55,-2.13,-267.32,6.52,96.19,-16.73,71.2,0.43
8398586,1,0.01,2.22,2.01,19661.86,16.63,4710.21,85.5,0.76,0.09,1.94,-98.11,-352.44,304.33,62.94,-3.59,81.54,0.43
8399587,0.76,0.15,-0.22,2.01,19637.56,16.63,4734.63,85.49,0.4,-0.09,-0.39,332.07,-338.05,-458.9,74.81,62.16,19.52,0.43
8400586,0.13,-0.35,0.29,2.01,19611.87,16.64,4760.58,85.53,0.05,-0.66,0.04,-114.51,-177.07,-197.93,100.94,20.32,59.72,0.43
8401586,0.53,-0.07,-0.22,2.01,19578.15,16.64,4794.71,85.53,0.47,-0.31,-0.4,-205.98,19.45,-297.13,125.87,-19.12,-39.05,0.43
8402587,0.3,0.74,1.72,2.01,19561.9,16.64,4811.37,85.52,0,0.65,2.02,351.28,-490.98,63.29,71.25,16.73,74.65,0.39
8403587,-0.98,-0.28,0.24,2.01,19534.91,16.65,4838.99,85.49,-1.03,-0.48,0.13,-33.66,-114.63,-103.41,36.81,60.96,27.56,0.43
8404587,-0.02,0.22,0.74,2.01,19500.39,16.65,4874.49,85.49,-0.12,-0.02,0.63,-39.63,-258.9,40.37,72.44,-59.77,67.76,0.43
8405586,1.56,-0.57,1.56,2.01,19472.49,16.64,4903.34,85.49,1.59,-0.36,1.84,233.84,66.46,161.46,66.5,-74.11,57.42,0.43
8406586,0.04,0.24,0.74,2.01,19450.1,16.66,4921.42,85.47,0.02,0.01,0.69,-29.09,-11.34,-172.5,62.94,14.34,76.95,0.43
8407587,0.45,0.04,1.08,2.01,19423.95,16.66,4953.87,85.49,0.49,-0.1,1.09,-56.83,19.27,82.44,62.94,-34.66,79.24,0.43
8408587,1.37,-0.08,0.75,2.01,19401.25,16.66,4977.64,85.49,1,0.07,0.88,235.06,189.02,573.41,27.31,-19.12,76.95,0.43
8409587,-0.22,1,1.13,2.01,19375.26,16.67,5004.96,85.52,-0.28,0.74,0.74,111.4,-44.15,45.3,29.69,-71.72,59.72,0.43
8410587,0.33,0.11,0.82,2.01,19352.66,16.66,5029.45,85.46,0.35,-0.09,0.74,88.6,-28.48,-100.98,98.56,-68.13,50.53,0.43
8411587,0.56,0.13,0.48,2.01,19322.91,16.67,5060.38,85.47,0.43,0,0.38,190.55,-53.05,354.51,81.94,-53.79,70.05,0.43
8412588,1.4,1.18,0.41,2.01,19288.06,16.67,5097.56,85.5,0.7,1.23,0.71,353.17,80.85,787.93,10.69,-43.03,67.76,0.43
8413587,0.01,0.27,1.08,2.01,19270.56,16.68,5116.3,85.46,-0.16,0.15,1.04,-93.41,-143.23,-323.84,98.56,-1.2,68.91,0.43
8414587,-0.1,0.77,1.19,2.01,19242.69,16.68,5146.27,85.45,-0.29,0.74,1.1,212.93,97.99,326.22,57,-65.74,67.76,0.43
8415587,1.06,0.11,0.82,2.01,19229.32,16.68,5160.7,85.47,1.02,0.08,0.75,64.15,152.8,100.91,45.13,-89.65,43.64,0.43
8416587,0.37,-0.32,0.89,2.01,19195.99,16.69,5196.82,85.49,0.38,-0.34,0.66,-318.6,-36.4,-108.35,22.56,-69.33,55.13,0.43
8417587,-0.05,0.36,1.01,2.01,19175.97,16.69,5218.61,85.49,-0.12,0.24,0.94,-3.72,32.13,-261.28,57,-34.66,81.54,0.43
8418587,0.25,0.63,0.91,2.01,19147.19,16.69,5250.05,85.46,-0.01,0.58,0.72,-57.68,-70.61,-453.48,64.12,-64.55,68.91,0.43
8419588,1.38,0.2,0.92,2.01,19115.89,16.69,5284.45,85.46,1.18,0.14,0.67,120.43,-377.5,-243.29,49.88,-94.43,33.3,0.43
8420587,0.13,0.65,1.42,2.01,19102.15,16.7,5299.59,85.46,-0.16,0.67,1.54,81.77,62.07,-513.35,85.5,-17.93,79.24,0.43
8421587,0.07,0.02,0.71,2.01,19078.73,16.69,5325.49,85.49,0.06,-0.13,0.6,-94.7,108.84,-39.39,74.81,37.05,62.02,0.43
8422587,-0.5,0.05,0.04,2.01,19051.66,16.69,5355.57,85.43,-0.53,-0.27,0.23,38.41,-119.45,-128.9,86.69,57.38,28.71,0.43
8423587,-0.04,-0.1,0.81,2.01,19025.16,16.69,5385.13,85.43,-0.04,-0.52,0.67,26.77,113.84,-56.1,83.12,2.39,76.95,0.43
8424588,0.89,0.28,1.12,2.01,19002.13,16.69,5410.94,85.45,0.45,0.1,0.9,106.28,327.38,-538.96,131.81,-15.54,37.9,0.43
8425587,-0.53,0.05,0.91,2.01,18971.57,16.69,5445.34,85.47,-0.54,-0.26,0.86,-94.39,-19.33,37.62,83.12,37.05,60.87,0.43
8426589,0.14,-0.16,0.77,2.01,18947.66,16.69,5472.36,85.47,0.12,-0.34,0.66,11.46,-189.45,59.94,80.75,13.15,73.5,0.43
8427587,0.08,1.03,0.95,2.01,18923.14,16.69,5500.2,85.45,-0.18,1.06,0.96,371.1,105.98,458.41,-27.31,-9.56,24.12,0.43
8428588,0.25,0.08,1.49,2.01,18892.4,16.69,5535.26,85.47,0.24,0.02,1.61,269.45,184.57,47.5,33.25,28.69,67.76,0.43
8429588,0.54,0.98,0.67,2.01,18872.49,16.69,5558.07,85.45,0.12,0.93,0.68,411.16,159.27,595.79,51.06,-77.7,53.98,0.43
8430587,0.16,0.38,0.74,2.01,18850.91,16.69,5582.86,85.45,0.13,0.26,0.58,-149.09,73.48,-111.65,33.25,-32.27,79.24,0.43
8431588,-1.98,-0.16,-2.8,2.01,18821.6,16.69,5616.7,85.46,-2.07,-0.65,-2.44,-467.56,-282.2,82.07,103.31,26.3,56.27,0.43
8432587,-0.13,0.92,1.49,2.01,18796.49,16.69,5645.81,85.47,-0.2,0.92,1.12,-114.7,43.6,-196.71,52.25,3.59,79.24,0.43
8433588,-0.91,0.02,0.17,2.01,18771.92,16.69,5674.42,85.45,-0.9,-0.21,0.12,108.78,73.35,-23.41,59.38,2.39,80.39,0.43
8434588,2.24,1.12,2.51,2.01,18752.66,16.69,5696.92,85.45,1.46,1.42,2.13,69.94,-27.44,805.3,77.19,16.73,71.2,0.43
8435588,-0.66,-0.13,-0.1,2.01,18722.83,16.69,5731.93,85.43,-0.66,-0.34,0.06,463.66,200.98,137.8,130.63,-54.98,5.74,0.43
8436588,0.18,0.37,1.7,2.01,18697.96,16.69,5761.24,85.47,-0.02,0.38,1.48,-17.74,-224.76,337.2,26.12,-15.54,76.95,0.43
8437587,0.95,0.19,2.44,2.01,18670.36,16.69,5793.92,85.47,0.59,0.17,2.03,101.16,55,-584.94,114,-1.2,59.72,0.43
8438588,2.27,0.78,1.97,2.01,18661.5,16.69,5804.43,85.45,1.77,0.73,1.75,523.6,-572.38,-372.07,86.69,59.77,-2.3,0.43
8439588,0.85,0.83,1.21,2.01,18629.22,16.69,5842.89,85.45,0.38,0.81,1.16,75.12,-77.8,635.61,32.06,44.23,56.27,0.43
8440588,-0.44,0.32,0.41,2.01,18601.9,16.68,5875.61,85.43,-0.47,0.08,0.54,-97.93,163.23,-95.12,9.5,-63.35,52.83,0.43
8441587,0.13,0.47,1.01,2.01,18578.65,16.69,5902.49,85.43,0.07,0.35,0.88,-181.65,182.93,131.46,15.44,29.88,56.27,0.43
8442588,-0.21,0.53,0.49,2.01,18555.21,16.68,5931.86,85.43,-0.21,0.36,0.42,55.12,-16.16,39.02,-9.5,33.47,25.27,0.43
8443588,0.63,0.44,1.06,2.01,18456.07,16.68,6052.74,85.43,0.53,0.34,0.88,-42.32,57.44,-317.93,4.75,-63.35,50.53,0.43
8444588,0.6,-0.26,2.32,2.01,18503.12,16.69,5995.13,85.42,0.6,-0.15,2.29,-111.04,-58.48,-69.33,134.19,9.56,9.19,0.43
8445588,1.98,0.58,0.85,2.01,18483.36,16.69,6019.26,85.43,1.3,0.52,0.55,77.26,91.04,816.71,61.75,-15.54,82.69,0.43
8446588,0.25,0.24,0.42,2.01,18453.47,16.68,6042.83,85.46,0.15,0.04,0.27,-13.84,-8.48,356.16,95,15.54,66.61,0.43
8447588,0.21,1.01,-0.53,2.01,18432.63,16.69,6081.61,85.46,-0.12,0.81,-0.48,-430.12,244.21,492.2,-14.25,-35.86,47.09,0.43
8448588,-0.5,1.21,1.34,2.01,18416.6,16.68,6101.42,85.43,-0.48,1.26,1.16,-604.02,-60,80,17.81,40.64,45.94,0.43
8449588,0.39,0.02,0.95,2.01,18383.91,16.68,6141.97,85.42,0.4,-0.14,0.84,69.09,-75.24,-81.52,90.25,-94.43,9.19,0.43
8450588,0.94,-0.18,2.12,2.01,18356.81,16.68,6175.76,85.42,0.77,-0.18,2.09,-94.02,-408.72,-137.5,77.19,-60.96,66.61,0.43
8451589,-0.57,-0.13,-0.99,2.01,18332.69,16.68,6205.95,85.46,-0.65,-0.56,-0.92,-27.26,-271.65,-152.62,121.12,32.27,19.52,0.43
8452588,0.86,-0.54,0.13,2.01,18307.87,16.68,6237.15,85.42,0.61,-0.77,-0.12,94.21,-154.15,506.22,119.94,33.47,25.27,0.43
8453588,-0.21,-0.22,1.21,2.01,18289.26,16.68,6260.62,85.43,-0.21,-0.48,1.28,-341.04,227.44,46.1,39.19,47.81,52.83,0.43
8454588,0.04,-0.46,-0.74,2.01,18263.7,16.67,6292.98,85.42,0.05,-0.81,-0.82,-210.06,102.07,171.34,102.12,0,67.76,0.43
8455588,-0.89,0.17,-0.43,2.01,18245.47,16.67,6316.15,85.42,-0.9,-0.31,-0.37,371.4,-71.77,-163.6,108.06,37.05,40.2,0.43
8456588,0.45,0.06,0.53,2.01,18221.36,16.67,6346.89,85.4,0.35,-0.14,0.87,-244.82,299.57,-310.12,78.37,62.16,18.37,0.43
8457588,-0.45,-0.05,3.07,2.01,18199.32,16.67,6375.09,85.43,-0.5,-0.13,3.15,346.77,-179.33,-70.24,90.25,7.17,72.35,0.43
8458589,0.04,-0.05,1.21,2,18170.54,16.66,6412.07,85.45,0.03,-0.14,0.88,45.98,28.48,-243.35,111.62,4.78,63.16,0.43
8459588,1,-0.46,1.17,2,18146.72,16.66,6442.81,85.4,0.74,-0.76,0.82,47.38,368.29,-356.83,137.75,-13.15,26.41,0.43
8460589,-0.66,-1.08,2.16,2,18124.89,16.65,6471.09,85.43,-0.75,-1.19,2.31,-377.38,-308.11,133.72,85.5,46.62,49.38,0.43
8461588,-0.27,0.13,1.15,2,18099.05,16.65,6504.69,85.42,-0.08,-0.18,0.87,142.68,96.77,-77.01,135.38,-35.86,26.41,0.43
